Truck_ID,Age,Total_KM_Driven,Fuel_Efficiency,Battery_Health,Service_Delay,Engine_Temp,Repair_Count,Status
T05883,10,108286,4.45,66.1,37,93.4,1,High Risk
T05884,3,32368,6.57,88.3,15,87.0,0,Truck Healthy
T05885,4,50721,6.2,90.8,43,87.0,0,Service Required Soon
T05886,14,183160,3.57,54.1,15,107.2,5,High Risk
T05887,14,171280,3.07,58.2,29,96.1,1,High Risk
T05888,9,106171,5.48,72.6,42,88.6,1,High Risk
T05889,5,60046,5.09,80.2,29,94.5,4,Truck Healthy
T05890,7,87385,5.2,75.3,20,84.9,6,Truck Healthy
T05891,13,153637,3.88,64.0,34,104.5,2,High Risk
T05892,6,59435,5.06,82.4,11,86.1,2,Truck Healthy
T05893,6,78319,6.02,85.6,59,89.0,0,Service Required Soon
T05894,7,101703,4.93,74.8,2,90.2,1,Truck Healthy
T05895,4,60994,6.53,87.4,39,83.0,1,Service Required Soon
T05896,13,112097,3.84,61.0,0,101.5,5,High Risk
T05897,1,11122,7.0,100.0,52,86.4,0,Service Required Soon
T05898,6,50565,5.69,81.0,32,88.4,1,High Risk
T05899,6,61144,5.35,83.2,35,90.7,2,Service Required Soon
T05900,11,96986,5.08,70.2,57,97.5,2,High Risk
T05901,9,99229,4.71,70.1,49,95.2,6,High Risk
T05902,7,94679,4.97,77.4,22,96.0,1,Truck Healthy
T05903,7,67781,4.91,79.5,49,95.9,0,Service Required Soon
T05904,12,163575,3.36,66.5,38,93.6,2,High Risk
T05905,13,144155,3.66,57.7,12,102.7,2,High Risk
T05906,7,92272,5.94,79.7,48,86.6,2,Service Required Soon
T05907,11,135181,4.24,69.4,53,92.7,1,High Risk
T05908,6,76788,5.55,81.8,31,89.4,4,Service Required Soon
T05909,6,73505,4.94,79.8,54,92.6,2,Service Required Soon
T05910,12,130539,3.78,60.0,9,95.0,5,High Risk
T05911,5,55831,6.37,84.7,27,93.6,1,Truck Healthy
T05912,11,157938,4.4,67.4,28,93.7,4,High Risk
T05913,14,186033,3.44,54.6,51,102.3,4,High Risk
T05914,9,133093,5.74,75.3,13,88.2,3,Service Required Soon
T05915,9,80379,4.54,68.0,52,95.6,5,High Risk
T05916,6,86855,5.39,84.2,42,90.9,2,Service Required Soon
T05917,0,6529,6.48,99.7,59,85.4,0,Service Required Soon
T05918,5,48389,5.76,81.4,38,86.8,1,Service Required Soon
T05919,12,166353,4.38,67.2,48,100.5,4,High Risk
T05920,11,93932,4.35,64.5,42,98.3,4,High Risk
T05921,12,156200,3.92,61.3,36,96.5,3,High Risk
T05922,0,7968,6.8,100.0,6,83.4,0,Truck Healthy
T05923,2,25703,6.02,93.2,39,80.1,2,Service Required Soon
T05924,11,96069,4.34,70.7,30,99.8,8,Service Required Soon
T05925,7,69994,5.7,83.2,29,87.2,2,Truck Healthy
T05926,1,19258,6.89,96.7,12,80.3,0,Truck Healthy
T05927,7,99115,5.53,81.6,51,88.8,1,Service Required Soon
T05928,2,20447,6.51,89.4,17,89.2,1,Truck Healthy
T05929,5,42674,5.6,88.0,22,87.8,1,Truck Healthy
T05930,11,124807,4.82,71.2,40,92.8,4,High Risk
T05931,1,24676,6.86,94.7,22,81.0,0,High Risk
T05932,9,115223,5.55,73.9,10,95.0,2,Service Required Soon
T05933,7,97000,4.67,81.7,42,89.9,0,Service Required Soon
T05934,12,118994,3.99,59.4,1,96.9,4,High Risk
T05935,10,135024,4.05,72.3,1,99.8,2,Service Required Soon
T05936,1,11412,6.61,99.0,34,82.7,2,Service Required Soon
T05937,13,133759,4.33,62.5,22,102.2,1,High Risk
T05938,3,43526,6.23,94.7,12,86.4,0,Truck Healthy
T05939,5,72073,5.82,84.2,39,91.2,0,Service Required Soon
T05940,7,77780,5.07,80.6,39,91.6,0,Service Required Soon
T05941,10,109235,3.64,73.2,23,92.5,4,High Risk
T05942,13,132415,3.82,62.7,16,95.9,3,High Risk
T05943,4,44549,5.74,86.3,54,88.6,1,Service Required Soon
T05944,3,53270,6.33,93.3,31,81.1,2,Service Required Soon
T05945,4,50779,5.72,86.1,44,82.0,1,Service Required Soon
T05946,7,105452,5.16,76.7,55,94.0,1,Service Required Soon
T05947,0,6274,7.0,100.0,24,80.4,0,Truck Healthy
T05948,14,145424,3.17,55.6,1,102.5,3,High Risk
T05949,8,72232,4.68,71.2,45,89.8,5,Service Required Soon
T05950,7,111535,5.24,76.7,59,86.7,2,Service Required Soon
T05951,5,65187,6.13,81.6,50,92.2,2,Service Required Soon
T05952,12,158057,4.15,61.0,43,100.9,3,High Risk
T05953,14,137514,2.79,60.4,6,97.6,6,High Risk
T05954,11,162502,3.81,71.6,23,100.8,0,High Risk
T05955,3,34202,6.77,90.1,35,84.8,2,Service Required Soon
T05956,8,120905,5.23,79.2,1,93.5,1,Truck Healthy
T05957,5,70072,5.32,89.5,40,86.7,2,Service Required Soon
T05958,8,69913,4.68,75.3,37,90.2,3,Service Required Soon
T05959,9,130270,6.01,75.6,4,94.1,1,Service Required Soon
T05960,5,55691,5.57,85.4,28,79.4,1,Truck Healthy
T05961,11,110379,3.84,64.1,17,96.2,6,High Risk
T05962,2,26207,6.01,89.2,2,82.0,0,Truck Healthy
T05963,10,109154,4.99,74.4,26,88.4,5,Truck Healthy
T05964,1,11835,7.0,98.6,44,78.4,0,Truck Healthy
T05965,8,85638,5.16,78.2,9,94.7,4,Truck Healthy
T05966,11,128383,4.01,71.8,37,98.2,2,High Risk
T05967,0,340,7.0,100.0,4,81.5,0,Truck Healthy
T05968,7,80166,5.48,81.5,56,87.9,2,Service Required Soon
T05969,10,120027,4.84,68.9,57,94.7,5,High Risk
T05970,6,62227,5.53,81.0,52,89.4,3,Service Required Soon
T05971,9,125144,4.83,72.8,32,87.9,2,High Risk
T05972,6,92352,5.56,84.8,10,87.5,2,Truck Healthy
T05973,0,9742,6.83,100.0,4,77.1,0,Truck Healthy
T05974,1,21664,7.0,100.0,4,85.0,0,Truck Healthy
T05975,11,98086,4.14,71.2,20,94.3,3,Service Required Soon
T05976,7,61921,4.77,82.3,30,95.7,4,Truck Healthy
T05977,1,20282,6.19,93.0,41,84.9,0,Service Required Soon
T05978,10,156174,3.86,71.6,45,100.1,4,High Risk
T05979,3,43232,5.82,87.8,1,87.2,2,Truck Healthy
T05980,3,33904,6.46,88.0,43,82.6,1,Truck Healthy
T05981,12,181643,3.92,66.7,6,100.3,3,High Risk
T05982,2,35509,6.88,94.4,59,86.0,1,Service Required Soon
T05983,10,146746,4.92,66.7,10,93.9,1,High Risk
T05984,10,109600,4.09,68.1,35,92.2,2,High Risk
T05985,9,134522,5.06,70.7,26,99.7,2,Service Required Soon
T05986,2,31411,6.44,98.2,58,88.5,0,Service Required Soon
T05987,6,54002,5.79,84.5,38,86.3,0,Service Required Soon
T05988,13,124508,3.52,64.9,12,100.0,2,High Risk
T05989,7,103395,5.53,82.2,46,87.1,1,Service Required Soon
T05990,5,76574,6.81,86.6,38,91.2,3,Service Required Soon
T05991,0,7036,6.82,100.0,58,82.7,0,Truck Healthy
T05992,9,112632,4.69,71.7,48,91.9,2,High Risk
T05993,11,138039,4.43,69.0,5,95.7,4,High Risk
T05994,1,16974,6.46,97.6,53,84.1,1,Service Required Soon
T05995,10,99210,4.51,73.3,24,99.7,0,Service Required Soon
T05996,0,8893,6.61,100.0,39,76.5,0,Service Required Soon
T05997,4,53658,6.12,89.4,51,80.8,3,Service Required Soon
T05998,1,23195,6.6,96.7,32,84.3,0,Service Required Soon
T05999,14,156088,3.1,56.9,56,96.4,2,High Risk
T06000,12,107517,3.62,59.8,26,92.9,3,High Risk
T06001,3,35927,5.88,93.4,32,78.9,0,Service Required Soon
T06002,4,49791,6.52,86.7,2,83.9,1,Truck Healthy
T06003,2,20062,6.33,96.4,21,77.4,1,Truck Healthy
T06004,12,169775,3.81,61.1,18,98.9,4,High Risk
T06005,5,48042,6.35,81.0,44,86.6,1,Service Required Soon
T06006,6,66613,4.99,80.8,44,89.5,3,Service Required Soon
T06007,9,83426,4.69,69.0,44,95.5,5,High Risk
T06008,0,5505,6.74,95.7,1,81.1,0,Truck Healthy
T06009,6,60519,5.44,81.3,14,93.9,2,Truck Healthy
T06010,10,148773,4.76,74.5,34,91.5,0,High Risk
T06011,10,88454,4.84,67.7,26,96.1,1,High Risk
T06012,9,103791,4.69,77.4,44,96.5,0,High Risk
T06013,4,56365,5.4,90.0,28,86.0,1,Truck Healthy
T06014,11,141000,3.96,68.0,2,98.2,5,High Risk
T06015,10,99753,4.7,67.1,24,90.3,1,High Risk
T06016,0,8199,6.99,98.8,59,75.9,0,Service Required Soon
T06017,2,22550,6.79,96.6,5,87.7,1,Truck Healthy
T06018,5,79592,5.45,83.2,52,87.8,3,Service Required Soon
T06019,9,134675,4.4,70.8,10,91.6,6,Service Required Soon
T06020,11,136960,3.82,64.6,32,94.4,6,High Risk
T06021,11,127935,4.85,70.8,8,95.2,2,Service Required Soon
T06022,9,78741,4.81,74.1,15,95.9,4,Service Required Soon
T06023,9,86642,4.21,74.6,27,89.4,2,Service Required Soon
T06024,9,87534,4.21,68.4,17,91.3,3,High Risk
T06025,8,83181,4.43,77.1,14,86.9,4,Truck Healthy
T06026,1,14342,7.0,97.0,32,85.1,0,Service Required Soon
T06027,8,83815,4.67,79.8,23,96.8,3,High Risk
T06028,11,171883,4.76,65.0,59,91.3,5,High Risk
T06029,3,37839,6.63,90.0,53,85.3,0,Service Required Soon
T06030,2,19073,6.3,91.6,18,85.7,0,Truck Healthy
T06031,8,115164,4.97,79.8,3,93.8,2,Truck Healthy
T06032,10,109109,3.87,69.6,27,97.1,3,High Risk
T06033,5,63653,5.9,89.2,43,91.0,3,Service Required Soon
T06034,3,52710,6.28,86.4,37,88.6,0,Service Required Soon
T06035,11,145971,4.1,65.3,15,98.7,6,High Risk
T06036,14,197399,3.9,61.9,56,104.2,2,High Risk
T06037,8,78099,4.81,77.4,0,88.0,3,High Risk
T06038,9,108776,4.62,76.9,53,95.9,1,High Risk
T06039,12,157874,4.29,59.5,21,101.1,1,High Risk
T06040,5,62101,6.1,87.1,41,83.7,0,Truck Healthy
T06041,14,155760,3.85,53.2,8,101.0,4,High Risk
T06042,1,13020,7.0,100.0,21,80.2,1,High Risk
T06043,13,174697,3.91,61.9,58,99.4,4,Service Required Soon
T06044,13,148302,4.09,62.0,29,99.7,3,High Risk
T06045,5,47638,6.32,84.2,36,91.5,0,Service Required Soon
T06046,7,73173,5.13,79.3,53,90.6,2,Service Required Soon
T06047,14,141395,3.31,61.4,7,100.2,5,High Risk
T06048,5,64846,5.9,87.2,41,86.4,2,Service Required Soon
T06049,4,61622,5.67,91.2,24,81.1,1,Truck Healthy
T06050,14,193092,3.62,62.5,15,101.6,1,High Risk
T06051,13,199528,3.99,59.9,5,95.9,4,High Risk
T06052,5,63883,5.92,84.4,39,86.4,1,Service Required Soon
T06053,5,58570,5.79,81.4,7,88.4,1,Truck Healthy
T06054,12,135849,4.55,64.7,42,104.1,5,High Risk
T06055,1,15258,6.41,93.1,18,85.1,0,Truck Healthy
T06056,5,49343,6.31,83.1,28,82.6,6,Truck Healthy
T06057,9,135626,4.27,74.6,16,88.7,6,Service Required Soon
T06058,12,117465,3.87,60.9,55,96.0,2,High Risk
T06059,6,65007,5.33,85.4,22,94.9,1,Truck Healthy
T06060,5,79275,5.52,89.3,11,85.4,0,Truck Healthy
T06061,1,13572,6.18,98.0,23,74.1,0,Truck Healthy
T06062,7,81462,5.23,80.3,51,87.5,2,Service Required Soon
T06063,5,54645,5.04,83.9,23,86.2,2,Truck Healthy
T06064,2,29922,5.73,91.8,9,78.6,1,Truck Healthy
T06065,1,12412,6.66,96.7,18,85.2,0,Service Required Soon
T06066,9,106382,5.07,73.2,7,96.1,1,Service Required Soon
T06067,6,50181,5.75,84.3,34,94.3,3,Service Required Soon
T06068,3,44212,5.69,86.7,23,84.5,1,Truck Healthy
T06069,13,133088,3.7,65.7,25,98.8,4,High Risk
T06070,8,79067,5.34,74.2,36,95.4,1,Service Required Soon
T06071,7,65714,5.25,76.2,14,91.6,2,Truck Healthy
T06072,7,84431,6.17,76.4,56,90.6,2,Service Required Soon
T06073,3,41068,7.0,87.4,7,81.7,2,Truck Healthy
T06074,1,17822,6.56,92.3,52,78.4,0,Service Required Soon
T06075,3,35697,6.86,92.9,10,81.5,3,Truck Healthy
T06076,10,85014,4.14,66.1,1,95.9,1,High Risk
T06077,2,34398,7.0,98.9,43,82.3,0,Service Required Soon
T06078,0,6993,7.0,96.9,20,83.3,0,Truck Healthy
T06079,11,149770,5.19,69.3,43,94.1,2,High Risk
T06080,9,116568,3.72,73.3,31,92.2,1,Truck Healthy
T06081,13,194413,3.88,63.2,32,100.8,1,High Risk
T06082,9,109468,4.75,71.1,44,92.6,7,High Risk
T06083,7,92351,4.61,83.4,26,89.2,2,Truck Healthy
T06084,14,161833,3.8,60.6,43,97.7,1,High Risk
T06085,3,47210,6.4,95.0,37,86.6,1,Truck Healthy
T06086,8,104339,5.28,80.4,20,96.3,1,Truck Healthy
T06087,8,83979,5.11,72.5,18,88.7,3,Truck Healthy
T06088,13,148480,3.58,56.9,12,94.4,3,High Risk
T06089,9,95188,4.53,77.4,38,98.2,4,High Risk
T06090,0,15,6.38,100.0,10,77.9,0,Truck Healthy
T06091,8,119805,4.65,73.3,37,87.9,2,Service Required Soon
T06092,7,74986,5.54,83.5,20,93.6,7,Truck Healthy
T06093,6,86031,5.57,78.5,51,88.7,1,Service Required Soon
T06094,12,152417,4.52,64.5,1,97.4,3,Truck Healthy
T06095,4,51859,5.94,85.0,20,86.1,1,Truck Healthy
T06096,0,7571,6.96,100.0,47,82.7,0,Service Required Soon
T06097,0,746,6.25,98.3,30,77.7,0,Truck Healthy
T06098,14,193833,3.41,57.5,23,100.0,6,High Risk
T06099,12,152002,3.97,62.8,5,98.9,2,High Risk
T06100,0,4371,7.0,98.9,53,81.5,0,Service Required Soon
T06101,6,54983,5.3,86.4,31,88.7,2,Service Required Soon
T06102,11,156467,4.26,64.9,21,94.5,3,High Risk
T06103,5,62332,6.52,81.7,7,85.6,0,Truck Healthy
T06104,5,70721,5.1,82.3,42,92.2,4,Service Required Soon
T06105,14,130653,3.62,59.4,54,108.2,3,High Risk
T06106,12,164516,3.48,62.8,37,92.6,1,High Risk
T06107,5,47678,6.25,81.5,28,87.0,2,Truck Healthy
T06108,2,17171,6.31,94.5,4,86.2,0,Truck Healthy
T06109,2,27776,6.44,98.0,27,82.0,2,Truck Healthy
T06110,1,23394,7.0,94.2,39,82.5,2,Service Required Soon
T06111,9,101646,4.93,70.1,41,93.3,3,High Risk
T06112,3,45220,6.85,88.5,18,90.0,0,Truck Healthy
T06113,8,128340,5.36,74.7,9,96.3,6,Truck Healthy
T06114,13,153960,4.09,65.3,17,97.9,0,High Risk
T06115,9,126246,4.46,70.5,31,93.1,7,High Risk
T06116,9,125561,4.39,69.3,10,94.0,1,High Risk
T06117,12,172501,4.07,60.7,28,99.9,5,High Risk
T06118,5,54265,5.88,84.3,4,92.3,3,Truck Healthy
T06119,8,110726,5.49,76.9,13,93.5,3,Truck Healthy
T06120,6,79330,6.07,84.5,32,92.9,2,Service Required Soon
T06121,4,61026,6.26,92.5,0,86.3,1,Truck Healthy
T06122,2,34450,6.65,93.7,54,80.4,0,Service Required Soon
T06123,7,100408,5.45,78.1,23,84.4,3,Truck Healthy
T06124,0,6873,7.0,98.6,55,74.4,0,Truck Healthy
T06125,10,143666,4.31,69.9,25,95.1,2,High Risk
T06126,14,165257,2.99,54.1,38,94.2,10,High Risk
T06127,7,86978,5.81,77.3,55,89.3,3,Service Required Soon
T06128,11,150111,3.68,64.4,2,103.2,4,High Risk
T06129,12,145986,3.55,62.6,43,97.2,6,High Risk
T06130,12,133584,3.83,61.6,58,103.2,0,High Risk
T06131,4,57945,6.73,85.9,16,92.8,1,Truck Healthy
T06132,2,28822,5.67,98.9,47,87.6,2,Service Required Soon
T06133,4,37284,5.98,83.7,4,90.6,0,Truck Healthy
T06134,12,162338,3.6,68.0,42,96.6,3,High Risk
T06135,0,5825,7.0,100.0,32,89.8,0,Service Required Soon
T06136,10,141578,4.2,72.7,47,96.4,4,High Risk
T06137,12,163987,4.01,66.4,31,97.8,3,High Risk
T06138,8,84546,5.28,77.0,11,98.2,0,Truck Healthy
T06139,0,3458,7.0,100.0,32,77.4,0,Service Required Soon
T06140,6,82234,5.16,80.1,18,90.8,4,Truck Healthy
T06141,13,159104,3.42,58.2,18,99.4,4,High Risk
T06142,13,133090,3.69,58.5,20,102.5,4,High Risk
T06143,12,155282,3.55,67.6,53,93.1,6,High Risk
T06144,0,6468,5.91,100.0,3,81.4,0,Truck Healthy
T06145,3,29668,5.98,87.2,11,88.5,1,Truck Healthy
T06146,3,46184,6.17,89.9,5,88.9,0,Truck Healthy
T06147,4,46909,6.16,83.5,29,90.4,0,Truck Healthy
T06148,10,94931,5.0,66.4,3,95.8,7,High Risk
T06149,7,88047,5.6,83.6,3,90.3,2,Service Required Soon
T06150,12,168597,4.08,60.4,16,98.1,1,High Risk
T06151,4,54395,6.03,84.0,34,92.4,1,Service Required Soon
T06152,5,79638,6.68,83.5,12,87.9,1,Truck Healthy
T06153,9,109782,4.2,68.9,52,92.6,3,High Risk
T06154,11,121981,4.29,63.6,57,103.2,3,High Risk
T06155,11,146698,4.51,68.4,26,98.0,5,High Risk
T06156,5,70641,6.02,80.4,12,94.4,1,Truck Healthy
T06157,5,44349,5.82,88.1,53,90.0,1,Service Required Soon
T06158,14,174173,3.91,62.2,5,101.0,3,High Risk
T06159,14,194485,2.31,60.4,22,104.7,4,High Risk
T06160,0,6666,6.99,98.2,24,85.3,0,Truck Healthy
T06161,7,101598,4.72,80.8,58,82.1,2,Service Required Soon
T06162,0,9295,6.97,100.0,55,79.1,0,Service Required Soon
T06163,13,181092,3.93,62.5,31,96.4,4,High Risk
T06164,6,75217,6.34,82.3,53,87.4,3,Service Required Soon
T06165,5,60754,5.51,85.5,5,82.9,1,Truck Healthy
T06166,13,122204,3.18,58.1,52,94.4,1,High Risk
T06167,11,114620,3.91,70.9,34,91.8,3,High Risk
T06168,10,101952,4.27,67.9,55,95.2,5,High Risk
T06169,11,145167,4.19,64.1,21,91.5,1,High Risk
T06170,4,45971,5.94,86.5,37,88.5,2,Service Required Soon
T06171,14,167489,3.49,54.3,12,100.1,5,High Risk
T06172,12,165318,3.39,66.5,58,96.7,1,High Risk
T06173,14,155300,3.71,61.3,35,99.6,2,High Risk
T06174,13,116227,4.48,60.2,57,100.0,3,High Risk
T06175,14,179371,3.58,61.9,54,103.8,7,High Risk
T06176,7,107510,5.07,83.2,35,92.3,2,Service Required Soon
T06177,1,13865,7.0,99.6,51,80.3,0,Service Required Soon
T06178,7,102393,4.48,82.7,27,92.1,6,Truck Healthy
T06179,9,89308,4.59,71.2,34,94.7,9,High Risk
T06180,7,108568,4.29,76.4,35,87.0,2,Service Required Soon
T06181,0,3237,6.94,100.0,14,83.4,0,Truck Healthy
T06182,4,61153,6.43,83.8,28,90.1,1,Truck Healthy
T06183,3,51125,6.77,89.3,2,85.5,0,Truck Healthy
T06184,7,86612,5.58,75.7,25,87.9,1,Truck Healthy
T06185,10,135954,4.41,72.2,40,93.3,3,High Risk
T06186,2,32032,6.83,91.4,44,85.3,0,Truck Healthy
T06187,7,57016,6.26,82.8,4,88.3,1,Truck Healthy
T06188,9,89899,5.46,72.4,45,93.0,7,High Risk
T06189,9,86288,4.48,77.8,43,98.9,1,High Risk
T06190,11,148439,3.55,66.4,23,92.8,2,High Risk
T06191,9,132796,4.5,73.1,33,87.4,8,High Risk
T06192,6,56290,5.83,83.2,59,94.1,2,High Risk
T06193,11,118402,4.7,70.4,19,94.3,1,Service Required Soon
T06194,11,142150,4.28,71.4,54,96.6,2,High Risk
T06195,10,85914,4.56,72.7,54,93.4,4,High Risk
T06196,8,73499,5.37,80.6,59,95.0,2,Service Required Soon
T06197,10,116188,4.89,68.8,35,88.4,4,High Risk
T06198,1,20181,6.08,99.2,5,81.2,0,Truck Healthy
T06199,11,164807,4.43,63.4,30,99.0,4,High Risk
T06200,6,71667,5.5,85.7,6,86.6,0,Truck Healthy
T06201,12,117455,4.57,64.6,12,100.0,5,High Risk
T06202,7,79833,5.18,81.4,5,84.9,2,Truck Healthy
T06203,1,10005,6.69,100.0,46,85.1,0,Service Required Soon
T06204,0,2595,7.0,95.2,9,79.6,0,Truck Healthy
T06205,1,13933,6.37,99.3,57,82.7,0,Service Required Soon
T06206,5,46729,6.05,81.2,7,91.9,2,Truck Healthy
T06207,7,82219,4.86,74.3,0,87.9,2,Truck Healthy
T06208,7,63792,4.71,81.8,37,82.2,2,Service Required Soon
T06209,4,53028,6.44,92.3,13,86.0,2,Truck Healthy
T06210,12,157403,4.28,62.8,49,96.5,1,Service Required Soon
T06211,5,58209,6.0,82.6,59,84.2,1,Service Required Soon
T06212,0,2016,6.79,100.0,10,78.9,0,Truck Healthy
T06213,7,86689,5.0,78.1,6,90.4,3,Truck Healthy
T06214,11,127252,4.21,71.6,44,102.9,4,High Risk
T06215,5,54140,6.08,88.0,47,85.5,2,Service Required Soon
T06216,14,183150,2.97,62.8,4,104.4,3,High Risk
T06217,11,142394,4.26,64.2,24,99.7,4,High Risk
T06218,6,76784,6.23,83.3,50,88.0,4,Service Required Soon
T06219,7,102416,6.32,78.5,35,92.0,6,Service Required Soon
T06220,5,50750,5.24,85.2,29,87.7,1,Truck Healthy
T06221,11,148325,4.63,65.2,51,95.3,1,High Risk
T06222,12,139378,3.64,60.4,58,104.0,2,High Risk
T06223,6,70180,5.57,78.3,9,91.1,3,Truck Healthy
T06224,6,65354,5.65,82.4,37,79.3,4,Service Required Soon
T06225,13,180774,3.13,64.3,32,102.0,2,High Risk
T06226,10,106568,4.62,68.7,25,101.5,3,High Risk
T06227,8,95829,4.54,76.3,21,88.3,6,Truck Healthy
T06228,6,96082,6.04,84.5,53,94.7,0,Service Required Soon
T06229,8,81010,4.75,79.4,36,93.7,5,Service Required Soon
T06230,0,8877,7.0,100.0,7,84.4,0,Truck Healthy
T06231,8,76324,5.37,75.1,5,93.6,3,Truck Healthy
T06232,10,137513,4.36,73.7,40,90.1,1,High Risk
T06233,12,103718,3.9,64.5,35,99.3,0,High Risk
T06234,5,52413,5.98,82.1,9,85.0,0,Truck Healthy
T06235,13,178317,3.43,59.8,11,93.2,7,High Risk
T06236,14,160620,3.58,59.8,43,105.6,2,High Risk
T06237,10,108429,4.69,70.5,2,92.2,2,Service Required Soon
T06238,5,58659,5.54,87.3,8,86.5,1,Truck Healthy
T06239,6,63083,5.98,79.3,54,82.4,2,Service Required Soon
T06240,13,133715,3.96,57.4,44,97.1,3,Service Required Soon
T06241,6,89794,5.57,77.2,30,95.6,2,Truck Healthy
T06242,12,120779,3.51,59.2,20,101.9,3,High Risk
T06243,9,94319,4.6,77.3,12,96.6,2,Service Required Soon
T06244,14,180915,3.61,59.1,52,108.6,3,High Risk
T06245,0,5629,6.49,100.0,23,82.4,0,Truck Healthy
T06246,2,38477,6.6,94.5,59,79.9,0,Service Required Soon
T06247,8,118966,6.16,72.2,0,89.0,0,Truck Healthy
T06248,9,79524,4.63,73.6,9,97.2,2,Service Required Soon
T06249,0,6225,7.0,96.1,37,84.0,0,Service Required Soon
T06250,12,181702,4.28,67.5,48,91.3,2,High Risk
T06251,11,131863,4.29,71.7,27,93.7,7,Service Required Soon
T06252,0,9452,6.93,100.0,35,75.0,0,Service Required Soon
T06253,8,75441,4.78,78.8,12,95.1,5,Truck Healthy
T06254,10,124755,4.36,73.4,0,92.3,2,Service Required Soon
T06255,14,141010,3.43,53.2,26,94.4,13,High Risk
T06256,10,107799,4.11,69.5,16,95.4,2,High Risk
T06257,7,74079,5.47,82.6,4,88.3,0,Truck Healthy
T06258,14,164664,3.6,54.3,39,104.4,5,High Risk
T06259,7,88864,5.74,74.8,6,89.4,2,Truck Healthy
T06260,4,65099,5.46,83.5,14,80.5,1,Truck Healthy
T06261,10,111207,3.95,72.3,14,91.5,5,High Risk
T06262,7,63457,5.08,84.0,21,95.7,1,Truck Healthy
T06263,0,7165,7.0,100.0,12,77.4,0,Truck Healthy
T06264,0,9326,6.76,100.0,24,82.7,0,Truck Healthy
T06265,8,80745,5.24,72.3,40,89.3,2,Service Required Soon
T06266,12,169081,4.26,68.2,28,92.8,7,High Risk
T06267,4,46491,6.11,85.4,59,89.5,1,Service Required Soon
T06268,8,102311,5.25,73.9,2,88.5,0,Truck Healthy
T06269,4,36958,6.17,86.0,55,84.6,0,Service Required Soon
T06270,3,42252,5.95,90.2,12,84.3,0,Truck Healthy
T06271,1,23593,7.0,93.7,41,84.1,0,Service Required Soon
T06272,12,126885,4.41,60.6,17,96.6,3,High Risk
T06273,6,91502,5.83,83.0,39,82.7,0,Service Required Soon
T06274,7,91173,5.04,76.9,27,92.9,1,Truck Healthy
T06275,0,3501,6.4,100.0,52,77.8,0,Service Required Soon
T06276,0,3968,7.0,96.1,46,85.4,0,Service Required Soon
T06277,11,164070,3.79,66.0,19,92.7,5,High Risk
T06278,1,12828,6.72,94.5,24,82.2,1,Truck Healthy
T06279,13,172902,3.77,59.1,41,99.7,0,High Risk
T06280,2,36591,5.79,99.0,46,88.5,0,Service Required Soon
T06281,11,155365,3.91,67.1,24,97.8,5,High Risk
T06282,9,87482,5.1,70.9,34,95.1,7,High Risk
T06283,2,29905,7.0,98.5,2,79.0,0,Truck Healthy
T06284,11,165257,4.42,70.1,42,94.3,3,High Risk
T06285,11,95192,3.75,68.0,23,98.8,3,Truck Healthy
T06286,3,33180,6.35,93.3,1,86.3,1,Truck Healthy
T06287,8,101740,4.66,73.3,0,89.9,3,Truck Healthy
T06288,13,112709,3.27,58.8,28,101.2,4,High Risk
T06289,3,34281,6.61,87.7,15,78.9,2,Service Required Soon
T06290,7,70926,4.89,79.4,36,85.7,2,Service Required Soon
T06291,1,20682,6.22,99.3,3,76.1,0,Truck Healthy
T06292,3,40352,6.75,90.4,41,77.5,1,Service Required Soon
T06293,8,92407,4.64,73.7,28,91.0,3,Truck Healthy
T06294,13,132509,3.81,63.1,47,99.8,5,High Risk
T06295,1,15971,6.51,92.8,20,79.3,1,Truck Healthy
T06296,9,121740,4.79,68.3,19,94.1,3,High Risk
T06297,4,51839,5.49,86.1,45,85.4,1,Service Required Soon
T06298,2,32422,6.41,96.4,20,85.9,1,Truck Healthy
T06299,14,205143,3.0,62.1,57,100.3,5,High Risk
T06300,14,172895,4.31,56.5,24,105.1,2,High Risk
T06301,3,34633,5.51,90.1,8,84.2,0,Truck Healthy
T06302,14,149975,3.59,53.2,20,104.1,9,High Risk
T06303,0,7339,6.95,96.2,3,78.9,0,Truck Healthy
T06304,8,119285,5.07,71.6,45,91.6,2,Service Required Soon
T06305,4,61779,5.83,85.3,8,89.8,1,Truck Healthy
T06306,1,21445,6.68,93.0,40,76.0,0,Service Required Soon
T06307,14,137413,3.25,57.5,50,98.2,5,High Risk
T06308,2,28705,6.38,99.0,32,86.3,0,Service Required Soon
T06309,5,72551,6.0,81.0,42,87.6,1,Service Required Soon
T06310,3,50323,5.75,88.2,44,85.1,1,Service Required Soon
T06311,2,26241,5.82,94.1,49,78.7,2,Service Required Soon
T06312,2,35779,6.68,91.3,43,81.8,1,Service Required Soon
T06313,14,205651,4.62,57.0,3,102.5,7,High Risk
T06314,8,86783,4.8,80.6,58,87.6,1,Service Required Soon
T06315,5,73046,6.06,89.3,33,90.0,2,Service Required Soon
T06316,4,56955,5.58,87.6,26,87.2,1,Truck Healthy
T06317,3,34135,6.26,94.0,10,91.8,1,Truck Healthy
T06318,7,93644,5.42,83.3,56,86.1,1,Service Required Soon
